# Radiation correction v2.2., mag_dec=-3.18
UTC time  Local time  Pressure (mb)  Pressure (Pa)  Temperature (C)  Relative humidity (%)  Wind speed (m/s)  Wind speed (kt)  Wind direction (true deg)  Wind heading (true deg)  Wind heading (magnetic deg)  Dew point (C)  Mixing ratio (g/kg)  Density (kg/m3)  Altitude (m MSL)  Altitude (ft MSL)  Height (m AGL)  Height (ft AGL)  GPS altitude (m MSL)  Internal temperature (C)  Latitude    Longitude    Uncorrected temperature (C)  Uncorrected humidity (%)  Time from launch (sec)  Index  Unfiltered wind speed (m/s)  Unfiltered wind direction (true deg)  Unfiltered wind heading (true deg)  Unfiltered wind heading (magnetic deg)  Reception quality (%)  Rise speed (m/s)  Light level (lux)
18:37:15  18:37:15    981.88         98187          4.90             54.4                   1.94              3.77             44.6                       224.6                    221.4                        -3.54          3.00                 1.228            278               913                15              50                                                               43.083580   -89.433667                                                                                                                                                                                                                                                                                  
18:37:22  18:37:22    980.05         98005          4.56             55.9                   2.47              4.81             46.8                       226.8                    223.6                        -3.50          3.01                 1.227            293               963                30              100                                                              43.083509   -89.433770                                                                                                                                                                                                                                                                                  
18:37:39  18:37:39    976.40         97640          3.83             59.9                   3.26              6.34             27.8                       207.8                    204.6                        -3.26          3.07                 1.226            323               1063               60              200                                                              43.083213   -89.434075                                                                                                                                                                                                                                                                                  
18:38:03  18:38:03    972.76         97276          3.53             62.3                   3.67              7.12             16.5                       196.5                    193.3                        -3.01          3.14                 1.222            354               1163               91              300                                                              43.082409   -89.434421                                                                                                                                                                                                                                                                                  
18:38:31  18:38:31    969.13         96912          3.23             64.2                   3.64              7.08             15.7                       195.7                    192.5                        -2.89          3.19                 1.219            384               1263               121             400                                                              43.081536   -89.434751                                                                                                                                                                                                                                                                                  
18:38:53  18:38:53    965.51         96550          2.97             65.3                   3.52              6.85             13.4                       193.4                    190.2                        -2.92          3.19                 1.216            415               1363               152             500                                                              43.080853   -89.435016                                                                                                                                                                                                                                                                                  
18:39:16  18:39:16    961.89         96189          2.65             66.4                   3.57              6.93             10.3                       190.3                    187.1                        -2.99          3.19                 1.213            445               1463               182             600                                                              43.080174   -89.435228                                                                                                                                                                                                                                                                                  
18:39:38  18:39:38    958.29         95829          2.41             67.3                   3.67              7.13             10.7                       190.7                    187.5                        -3.04          3.19                 1.209            476               1563               213             700                                                              43.079500   -89.435405                                                                                                                                                                                                                                                                                  
18:39:58  18:39:58    954.70         95469          2.15             68.2                   3.75              7.30             9.6                        189.6                    186.5                        -3.11          3.18                 1.206            506               1663               243             800                                                              43.078833   -89.435579                                                                                                                                                                                                                                                                                  
18:40:20  18:40:20    951.12         95111          1.92             68.8                   3.73              7.25             4.4                        184.4                    181.2                        -3.22          3.17                 1.202            537               1763               274             900                                                              43.078104   -89.435679                                                                                                                                                                                                                                                                                  
18:40:44  18:40:44    947.55         94754          1.67             69.9                   3.63              7.05             2.7                        182.7                    179.6                        -3.23          3.18                 1.199            567               1863               304             1000                                                             43.077293   -89.435704                                                                                                                                                                                                                                                                                  
18:41:09  18:41:09    943.98         94398          1.36             72.6                   3.45              6.71             5.3                        185.3                    182.1                        -3.03          3.24                 1.196            598               1963               335             1100                                                             43.076487   -89.435739                                                                                                                                                                                                                                                                                  
18:41:34  18:41:34    940.43         94043          0.97             76.0                   3.25              6.32             14.4                       194.4                    191.2                        -2.79          3.31                 1.193            628               2063               365             1200                                                             43.075760   -89.435909                                                                                                                                                                                                                                                                                  
18:41:59  18:41:59    936.89         93689          0.79             78.4                   2.94              5.72             20.6                       200.6                    197.5                        -2.55          3.38                 1.189            659               2163               396             1300                                                             43.075072   -89.436216                                                                                                                                                                                                                                                                                  
18:42:25  18:42:25    933.37         93336          1.03             83.0                   2.27              4.40             24.7                       204.7                    201.5                        -1.53          3.66                 1.183            689               2263               426             1400                                                             43.074458   -89.436585                                                                                                                                                                                                                                                                                  
18:42:51  18:42:51    929.86         92985          1.58             90.1                   1.35              2.63             37.2                       217.2                    214.0                        0.14           4.15                 1.176            720               2363               457             1500                                                             43.074014   -89.436865                                                                                                                                                                                                                                                                                  
18:43:17  18:43:17    926.37         92637          2.15             95.6                   0.69              1.34             55.0                       235.0                    231.8                        1.52           4.61                 1.169            750               2463               487             1600                                                             43.073895   -89.437132                                                                                                                                                                                                                                                                                  
18:43:42  18:43:42    922.90         92290          2.56             97.8                   0.42              0.82             37.6                       217.6                    214.4                        2.24           4.87                 1.163            781               2563               518             1700                                                             43.073896   -89.437258                                                                                                                                                                                                                                                                                  
18:44:05  18:44:05    919.45         91945          2.80             98.5                   0.73              1.42             308.1                      128.1                    124.9                        2.58           5.02                 1.157            811               2663               548             1800                                                             43.073909   -89.437040                                                                                                                                                                                                                                                                                  
18:44:29  18:44:29    916.02         91601          2.81             98.6                   1.18              2.30             267.4                      87.4                     84.2                         2.61           5.05                 1.153            842               2763               579             1900                                                             43.073937   -89.436712                                                                                                                                                                                                                                                                                  
18:44:53  18:44:53    912.59         91259          2.77             98.4                   1.59              3.10             276.3                      96.3                     93.2                         2.55           5.04                 1.149            872               2863               609             2000                                                             43.073921   -89.436280                                                                                                                                                                                                                                                                                  
18:45:18  18:45:18    909.18         90918          2.74             97.6                   1.97              3.84             288.6                      108.6                    105.4                        2.40           5.01                 1.145            903               2963               640             2100                                                             43.073837   -89.435762                                                                                                                                                                                                                                                                                  
18:45:43  18:45:43    905.78         90577          2.65             96.7                   2.28              4.43             297.7                      117.7                    114.5                        2.17           4.94                 1.141            933               3063               670             2200                                                             43.073607   -89.435129                                                                                                                                                                                                                                                                                  
18:46:07  18:46:07    902.39         90238          2.50             96.8                   2.54              4.93             297.3                      117.3                    114.1                        2.04           4.92                 1.137            964               3163               701             2300                                                             43.073340   -89.434508                                                                                                                                                                                                                                                                                  
18:46:34  18:46:34    899.01         89900          2.40             98.0                   2.69              5.23             287.8                      107.8                    104.6                        2.12           4.96                 1.133            994               3263               731             2400                                                             43.073120   -89.433686                                                                                                                                                                                                                                                                                  
18:46:59  18:46:59    895.64         89564          2.32             98.6                   2.75              5.34             279.2                      99.2                     96.0                         2.12           4.98                 1.129            1024              3363               761             2500                                                             43.072974   -89.432827                                                                                                                                                                                                                                                                                  
18:47:25  18:47:25    892.29         89229          2.20             98.7                   2.75              5.34             269.9                      89.9                     86.7                         2.01           4.96                 1.126            1055              3463               792             2600                                                             43.072932   -89.431993                                                                                                                                                                                                                                                                                  
18:47:50  18:47:50    888.95         88894          2.09             98.3                   2.79              5.43             267.3                      87.3                     84.1                         1.85           4.92                 1.122            1085              3563               822             2700                                                             43.073004   -89.431161                                                                                                                                                                                                                                                                                  
18:48:15  18:48:15    885.62         88561          2.02             97.6                   2.85              5.54             274.2                      94.2                     91.1                         1.68           4.88                 1.118            1116              3663               853             2800                                                             43.072995   -89.430295                                                                                                                                                                                                                                                                                  
18:48:39  18:48:39    882.30         88229          1.95             96.7                   2.88              5.61             277.3                      97.3                     94.1                         1.48           4.83                 1.114            1146              3763               883             2900                                                             43.072917   -89.429447                                                                                                                                                                                                                                                                                  
18:49:02  18:49:02    878.99         87898          1.86             95.5                   2.86              5.55             276.9                      96.9                     93.7                         1.23           4.76                 1.110            1177              3863               914             3000                                                             43.072815   -89.428637                                                                                                                                                                                                                                                                                  
18:49:24  18:49:24    875.69         87568          1.82             94.6                   2.78              5.40             275.3                      95.3                     92.1                         1.05           4.72                 1.106            1207              3963               944             3100                                                             43.072753   -89.427856                                                                                                                                                                                                                                                                                  
18:49:45  18:49:45    872.40         87240          1.80             93.5                   2.70              5.25             272.3                      92.3                     89.1                         0.86           4.67                 1.102            1238              4063               975             3200                                                             43.072700   -89.427137                                                                                                                                                                                                                                                                                  
